傲岸不群	aabq
繁文缛节	fwrj
方外之人	fwvr
非我族类	fwzl
方外之人	fwzr
风闻奏事	fwzs
风闻奏事	fwzu
芳心暗许	fxax
放心不下	fxbx
繁星点点	fxdd
翻箱倒柜	fxdg
拂袖而去	fxeq
费心费力	fxfl
复习复习	fxfx
风险共担	fxgd
福星高照	fxgv
福星高照	fxgz
逢凶化吉	fxhj
负薪救火	fxjh
风雪交加	fxjj
焚香礼拜	fxlb
浮想联翩	fxlp
繁星满天	fxmt
焚香沐浴	fxmy
赴险如夷	fxry
繁星似锦	fxsj
放下屠刀	fxtd
风险投资	fxtz
方兴未艾	fxwa
发现问题	fxwt
风行一时	fxys
风行一时	fxyu
抚心自问	fxzw
分一杯羹	fybg
风云变幻	fybh
妇幼保健	fybj
浮云蔽日	fybr
风雨不透	fybt
富有成效	fycx
浮一大白	fydb
奋勇当先	fydx
蜂拥而来	fyel
蜂拥而入	fyer
蜂拥而上	fyes
蜂拥而上	fyeu
蜂拥而至	fyev
蜂拥而至	fyez
翻云覆雨	fyfy
发扬光大	fygd
反应过来	fygl
富有成效	fyix
风雨兼程	fyjc
风云际会	fyjh
风雨兼程	fyji
风雨交加	fyjj
佛要金装	fyjv
佛要金装	fyjz
幅员辽阔	fylk
敷衍了事	fyls
敷衍了事	fylu
风雨飘摇	fypy
风雨如磐	fyrp
风云人物	fyrw
飞也似的	fysd
烽烟四起	fysq
匪夷所思	fyss
浮游生物	fysw
繁衍生息	fysx
敷衍塞责	fysz
俯仰生姿	fysz
风云突变	fytb
风雨同舟	fytv
风雨同舟	fytz
浮游生物	fyuw
繁衍生息	fyux
俯仰生姿	fyuz
俯仰之间	fyvj
扶摇直上	fyvu
风月无边	fywb
负隅顽抗	fywk
扶摇万里	fywl
反以为荣	fywr
风雨无阻	fywz
浮语虚辞	fyxc
风韵犹存	fyyc
反咬一口	fyyk
飞檐走壁	fyzb
俯仰之间	fyzj
丰衣足食	fyzs
扶摇直上	fyzs
丰衣足食	fyzu
烦躁不安	fzba
放纵不羁	fzbj
烦躁不已	fzby
奉子成婚	fzch
风烛残年	fzcn
风姿绰约	fzcy
否则的话	fzdh
付诸东流	fzdl
发自肺腑	fzff
犯罪分子	fzfz
奉子成婚	fzih
风姿绰约	fziy
负债累累	fzll
发自内心	fznx
犯罪前科	fzqk
反治其身	fzqs
负重前行	fzqx
付诸实践	fzsj
纷至沓来	fztl
付诸行动	fzxd
福至心灵	fzxl
服装鞋帽	fzxm
放在心上	fzxs
放在心上	fzxu
附赘悬疣	fzxy
付之一炬	fzyj
放在眼里	fzyl
粉妆玉砌	fzyq
反之亦然	fzyr
粉妆玉琢	fzyz
方针政策	fzzc
父债子还	fzzh
风烛之年	fzzn
复制粘贴	fzzt
飞针走线	fzzx
负重致远	fzzy
风中之烛	fzzz
公安分局	gafj
敢爱敢恨	gagh
高矮胖瘦	gaps
高矮胖瘦	gapu
各安天命	gatm
苟安一隅	gayy
高傲自大	gazd
古巴比伦	gbbl
功败垂成	gbcc
敢不从命	gbcm
功不抵过	gbdg
广播电台	gbdt
寡不敌众	gbdv
各奔东西	gbdx
寡不敌众	gbdz
概不负责	gbfz
顾不过来	gbgl
高不高兴	gbgx
哥本哈根	gbhg
功败垂成	gbii
宫保鸡丁	gbjd
功不可没	gbkm
更不可能	gbkn
高不可攀	gbkp
个把礼拜	gblb
官逼民反	gbmf
固本培元	gbpy
搞不清楚	gbqc
搞不清楚	gbqi
果不其然	gbqr
公报私仇	gbsc
公报私仇	gbsi
管鲍之交	gbvj
个把钟头	gbvt
官卑职小	gbvx
甘拜下风	gbxf
鬼不像鬼	gbxg
个把星期	gbxq
各不相让	gbxr
个把小时	gbxs
各不相同	gbxt
个把小时	gbxu
改变现状	gbxv
改变现状	gbxz
供不应求	gbyq
更不用说	gbys
更不用说	gbyu
故布疑阵	gbyv
根本原因	gbyy
故布疑阵	gbyz
故步自封	gbzf
管鲍之交	gbzj
个把钟头	gbzt
官卑职小	gbzx
刚愎自用	gbzy
攻城拔寨	gcbz
肝肠寸断	gccd
高潮迭起	gcdq
共产党员	gcdy
观察观察	gcgc
管吃管住	gcgz
改朝换代	gchd
觥筹交错	gcjc
国仇家恨	gcjh
各持己见	gcjj
攻城略地	gcld
干柴烈火	gclh
贯彻落实	gcls
功成名就	gcmj
鼓唇弄舌	gcns
顾此失彼	gcsb
过从甚密	gcsm
功成身退	gcst
顾此失彼	gcub
过从甚密	gcum
光彩照人	gcvr
高出一筹	gcyc
光彩照人	gczr
贯彻执行	gczx
共产主义	gczy
高低不平	gdbp
狗胆包天	gdbt
感动不已	gdby
割地称臣	gdcc
耕读传家	gdcj
故地重游	gdcy
高低贵贱	gdgj
搞东搞西	gdgx
更待何时	gdhs
更待何时	gdhu
该当何罪	gdhz
割地称臣	gdii
耕读传家	gdij
故地重游	gdiy
高等教育	gdjy
共渡难关	gdng
割地赔款	gdpk
高低起伏	gdqf
各得其所	gdqs
感动死了	gdsl
古典主义	gdvy
扛鼎之作	gdvz
功德无量	gdwl
古典文学	gdwx
肝胆相照	gdxv
肝胆相照	gdxz
功德圆满	gdym
供大于求	gdyq
高等院校	gdyx
古典音乐	gdyy
广电总局	gdzj
古典主义	gdzy
扛鼎之作	gdzz
光而不耀	geby
改恶从善	gecs
改恶从善	gecu
感恩戴德	gedd
高尔夫球	gefq
孤儿寡妇	gegf
孤儿寡母	gegm
广而告之	gegv
广而告之	gegz
过而能改	geng
感恩图报	getb
公而忘私	gews
改恶向善	gexs
改恶向善	gexu
恭而有礼	geyl
高分辨率	gfbl
国防大学	gfdx
股份公司	gfgs
搞风搞雨	gfgy
光风霁月	gfjy
高风亮节	gflj
国富民强	gfmq
鬼斧神工	gfsg
鬼斧神工	gfug
刮风下雨	gfxy
官复原职	gfyv
官复原职	gfyz
孤芳自赏	gfzs
孤芳自赏	gfzu
公共安全	ggaq
亘古不变	ggbb
各个部分	ggbf
亘古不灭	ggbm
格格不入	ggbr
干干脆脆	ggcc
公共厕所	ggcs
公共场所	ggcs
改革创新	ggcx
归根到底	ggdd
盖棺定论	ggdl
革故鼎新	ggdx
滚滚而来	ggel
古古怪怪	gggg
高高挂起	gggq
功高盖世	gggs
广告公司	gggs
功高盖世	gggu
公共关系	gggx
滚滚红尘	gghc
滚滚红尘	gghi
高官厚禄	gghl
公共场所	ggis
改革创新	ggix
归根结底	ggjd
公共机构	ggjg
干干净净	ggjj
各个击破	ggjp
改革开放	ggkf
刮骨疗毒	ggld
光怪陆离	ggll
滚瓜烂熟	ggls
滚瓜烂熟	gglu
各个领域	ggly
鼓鼓囊囊	ggnn
公共汽车	ggqc
公共汽车	ggqi
骨骼清奇	ggqq
歌功颂德	ggsd
光杆司令	ggsl
鬼鬼祟祟	ggss
公共事务	ggsw
公共事业	ggsy
公共事务	gguw
公共事业	gguy
过关斩将	ggvj
工工整整	ggvv
公共卫生	ggws
公共卫生	ggwu
亘古未有	ggwy
官官相护	ggxh
高官显爵	ggxj
高高兴兴	ggxx
耿耿于怀	ggyh
供过于求	ggyq
高干子弟	ggzd
骨鲠在喉	ggzh
过关斩将	ggzj
高高在上	ggzs
高高在上	ggzu
改过自新	ggzx
公共资源	ggzy
工工整整	ggzz
攻城拔寨	gibv
肝肠寸断	gicd
高潮迭起	gidq
共产党员	gidy
观察观察	gigi
管吃管住	gigv
改朝换代	gihd
觥筹交错	gijc
国仇家恨	gijh
各持己见	gijj
攻城略地	gild
干柴烈火	gilh
贯彻落实	gilu
功成名就	gimj
鼓唇弄舌	ginu
功成身退	giut
贯彻执行	givx
共产主义	givy
高出一筹	giyi
感觉不错	gjbc
感觉不到	gjbd
国将不国	gjbg
感激不尽	gjbj
国家标准	gjbv
国家标准	gjbz
干劲冲天	gjct
勾肩搭背	gjdb
诡计多端	gjdd
国家栋梁	gjdl
国家大事	gjds
国家大事	gjdu
孤军奋战	gjfv
孤军奋战	gjfz
各家各户	gjgh
各就各位	gjgw
国际关系	gjgx
干劲冲天	gjit
国家机关	gjjg
国家机器	gjjq
国际金融	gjjr
攻坚克难	gjkn
感觉良好	gjlh
国计民生	gjms
国进民退	gjmt
国计民生	gjmu
纲举目张	gjmv
国际贸易	gjmy
纲举目张	gjmz
国家民族	gjmz
各尽其职	gjqv
各就其位	gjqw
各尽其职	gjqz
甘居人后	gjrh
拱肩缩背	gjsb
赶尽杀绝	gjsj
管见所及	gjsj
钢筋水泥	gjsn
各尽所能	gjsn
孤军深入	gjsr
国际事务	gjsw
广结善缘	gjsy
感激涕零	gjtl
狗急跳墙	gjtq
各具特色	gjts
赶尽杀绝	gjuj
钢筋水泥	gjun
孤军深入	gjur
国际事务	gjuw
广结善缘	gjuy
过江之鲫	gjvj
国际知名	gjvm
古今中外	gjvw
国家主席	gjvx
国际主义	gjvy
古井无波	gjwb
国际舞台	gjwt
国际形势	gjxs
国际形势	gjxu
更进一步	gjyb
刚极易折	gjyv
刚极易折	gjyz
国际资本	gjzb
过江之鲫	gjzj
国际知名	gjzm
孤军作战	gjzv
古今中外	gjzw
国家主席	gjzx
国际主义	gjzy
孤军作战	gjzz
公开场合	gkch
高开低走	gkdz
高开高走	gkgz
公开场合	gkih
光可鉴人	gkjr
管窥蠡测	gklc
孤苦伶仃	gkld
鬼哭狼嚎	gklh
广开门路	gkml
鬼哭神嚎	gksh
共克时艰	gksj
鬼哭神嚎	gkuh
共克时艰	gkuj
感慨万千	gkwq
孤苦无依	gkwy
甘苦与共	gkyg
功亏一篑	gkyk
广开言路	gkyl
搞了半天	glbt
哥伦比亚	glby
顾虑重重	glcc
国立大学	gldx
古里古怪	glgg
改来改去	glgq
孤陋寡闻	glgw
顾虑重重	glii
古灵精怪	gljg
格鲁吉亚	gljy
怪力乱神	glls
怪力乱神	gllu
格林纳达	glnd
更阑人静	glrj
官僚主义	glvy
格林威治	glwv
孤立无援	glwy
格林威治	glwz
膏粱子弟	glzd
官僚主义	glzy
过目不忘	gmbw
过目成诵	gmcs
关门打狗	gmdg
关门大吉	gmdj
沽名钓誉	gmdy
关门弟子	gmdz
关门放狗	gmfg
干没干过	gmgg
各门各派	gmgp
怪模怪样	gmgy
灌迷魂汤	gmht
改名换姓	gmhx
过目成诵	gmis
国民经济	gmjj
光明磊落	gmll
概莫能外	gmnw
高锰酸钾	gmsj
国民收入	gmsr
光芒四射	gmss
光芒四射	gmsu
顾名思义	gmsy
冠冕堂皇	gmth
国民收入	gmur
光明正大	gmvd
国民政府	gmvf
关门捉贼	gmvz
广袤无边	gmwb
光芒万丈	gmwv
广袤无垠	gmwy
光芒万丈	gmwz
刮目相待	gmxd
刮目相看	gmxk
鬼迷心窍	gmxq
规模效益	gmxy
哥们义气	gmyq
光明正大	gmzd
国民政府	gmzf
关门捉贼	gmzz
国难当头	gndt
国内国际	gngj
孤男寡女	gngn
管宁割席	gngx
敢怒敢言	gngy
国内市场	gnsc
肝脑涂地	gntd
国内市场	gnui
故弄玄虚	gnxx
狗娘养的	gnyd
高攀不起	gpbq
各凭本事	gpbs
狗屁不通	gpbt
各凭本事	gpbu
割袍断义	gpdy
狗屁倒灶	gpdz
狗皮膏药	gpgy
公平竞争	gpjv
国破家亡	gpjw
公平交易	gpjy
公平竞争	gpjz
高朋满座	gpmz
顾盼生姿	gpsz
顾盼生姿	gpuz
公平正义	gpvy
公平无私	gpws
顾盼自雄	gpzx
公平正义	gpzy
攻其不备	gqbb
顾全大局	gqdj
归去来兮	gqlx
各取所长	gqsc
各取所长	gqsi
各取所需	gqsx
公器私用	gqsy
苟且偷安	gqta
苟且偷生	gqts
苟且偷生	gqtu
共青团员	gqty
关切之情	gqvq
苟且之心	gqvx
攻其无备	gqwb
苟全性命	gqxm
攻其一点	gqyd
隔墙有耳	gqye
鼓起勇气	gqyq
感情用事	gqys
感情用事	gqyu
过期作废	gqzf
关切之情	gqzq
苟且之心	gqzx
个人爱好	grah
供认不讳	grbh
刚柔并济	grbj
个人崇拜	grcb
光荣传统	grct
感人肺腑	grff
个人崇拜	grib
光荣传统	grit
工人阶级	grjj
骨软筋酥	grjs
固若金汤	grjt
骨肉离散	grls
个人利益	grly
个人认为	grrw
骨肉团圆	grty
个人主义	grvy
骨肉相残	grxc
个人习惯	grxg
刚柔相济	grxj
骨肉相连	grxl
高人一等	gryd
个人意见	gryj
改容易貌	grym
个人英雄	gryx
个人主义	grzy
个人自由	grzy
过时不候	gsbh
光说不练	gsbl
更上层楼	gscl
隔三岔五	gscw
根深蒂固	gsdg
瓜熟蒂落	gsdl
隔山打牛	gsdn
勾三搭四	gsds
工商大学	gsdx
公私分明	gsfm
高速发展	gsfv
国事访问	gsfw
高速发展	gsfz
公事公办	gsgb
故事梗概	gsgg
各说各话	gsgh
怪声怪气	gsgq
古色古香	gsgx
各色各样	gsgy
各式各样	gsgy
隔三岔五	gsiw
各抒己见	gsjj
公私两便	gslb
高深莫测	gsmc
各司其职	gsqv
各司其职	gsqz
更是如此	gsrc
骨瘦如柴	gsrc
各色人等	gsrd
高手如林	gsrl
拱手让人	gsrr
高手如云	gsry
高耸入云	gsry
盖世太保	gstb
攻守同盟	gstm
国色天香	gstx
公司职员	gsvy
格杀勿论	gswl
拱手相让	gsxr
公司员工	gsyg
工商银行	gsyh
根深叶茂	gsym
高山仰止	gsyz
工商总局	gszj
高速增长	gszv
公司职员	gszy
孤身只影	gszy
高速增长	gszz
更谈不上	gtbs
更谈不上	gtbu
钢铁长城	gtcc
感天动地	gtdd
故态复萌	gtfm
鬼头鬼脑	gtgn
高抬贵手	gtgs
沟通沟通	gtgt
高抬贵手	gtgu
改天换地	gthd
改头换面	gthm
光天化日	gthr
钢铁长城	gtii
狗头军师	gtjs
狗头军师	gtju
骨头架子	gtjz
高谈阔论	gtkl
瓜田李下	gtlx
共同利益	gtly
国泰民安	gtma
故土难离	gtnl
关塔那摩	gtnm
共同市场	gtsc
龟兔赛跑	gtsp
感同身受	gtss
高台跳水	gtts
高台跳水	gttu
共同市场	gtui
感同身受	gtuu
共同之处	gtvi
歌台舞榭	gtwx
沟通一下	gtyx
共同语言	gtyy
共同之处	gtzc
过时不候	gubh
光说不练	gubl
更上层楼	gucl
根深蒂固	gudg
瓜熟蒂落	gudl
隔山打牛	gudn
工商大学	gudx
国事访问	gufw
公事公办	gugb
故事梗概	gugg
各说各话	gugh
怪声怪气	gugq
各式各样	gugy
各抒己见	gujj
高深莫测	gumc
更是如此	gurc
骨瘦如柴	guri
高手如林	gurl
拱手让人	gurr
高手如云	gury
盖世太保	gutb
攻守同盟	gutm
孤身只影	guvy
格杀勿论	guwl
拱手相让	guxr
工商银行	guyh
根深叶茂	guym
高山仰止	guyv
工商总局	guzj
刚正不阿	gvbe
广种薄收	gvbu
国之栋梁	gvdl
刚中带柔	gvdr
高枕而卧	gvew
归真返璞	gvfp
各找各妈	gvgm
咯吱咯吱	gvgv
各种各样	gvgy
公众场合	gvih
公众场所	gvis
固执己见	gvjj
管中窥豹	gvkb
根正苗红	gvmh
孤枕难眠	gvnm
果真如此	gvrc
公众人物	gvrw
甘之如饴	gvry
个中三味	gvsw
骨质疏松	gvus
规章制度	gvvd
国之重器	gvvq
股掌之上	gvvu
公正无私	gvws
高枕无忧	gvwy
各执一词	gvyc
孤注一掷	gvyv
关注一下	gvyx
各种原因	gvyy
个中滋味	gvzw
攻无不克	gwbk
古往今来	gwjl
古为今用	gwjy
拐弯抹角	gwmj
国无宁日	gwnr
锅碗瓢盆	gwpp
各为其主	gwqv
各为其主	gwqz
高危人群	gwrq
广为人知	gwrv
广为人知	gwrz
国外市场	gwsc
歌舞升平	gwsp
鼓舞士气	gwsq
姑妄听之	gwtv
姑妄听之	gwtz
国外市场	gwui
歌舞升平	gwup
鼓舞士气	gwuq
格物致知	gwvv
购物中心	gwvx
狗尾续貂	gwxd
姑妄言之	gwyv
姑妄言之	gwyz
购物中心	gwzx
格物致知	gwzz
勾心斗角	gxdj
高姓大名	gxdm
恭喜发财	gxfc
关系匪浅	gxfq
改邪归正	gxgv
恭喜恭喜	gxgx
改邪归正	gxgz
更新换代	gxhd
规行矩步	gxjb
工薪阶层	gxjc
孤行己见	gxjj
高新技术	gxjs
高新技术	gxju
光鲜亮丽	gxll
高下立判	gxlp
公序良俗	gxls
狗血淋头	gxlt
关系密切	gxmq
隔靴挠痒	gxny
狗血喷头	gxpt
姑息迁就	gxqj
各行其是	gxqs
各行其是	gxqu
甘心情愿	gxqy
感性认识	gxrs
感性认识	gxru
归心似箭	gxsj
各显神通	gxst
隔靴搔痒	gxsy
各显神通	gxut
各项指标	gxvb
古稀之年	gxvn
广西壮族	gxvz
攻心为上	gxws
攻心为上	gxwu
姑息养奸	gxyj
高薪养廉	gxyl
改弦易辙	gxyv
改弦易辙	gxyz
各项指标	gxzb
关心则乱	gxzl
古稀之年	gxzn
广西壮族	gxzz
过犹不及	gybj
过意不去	gybq
苟延残喘	gycc
苟延残喘	gyci
各有侧重	gycv
各有侧重	gycz
公用电话	gydh
告一段落	gydl
工业大学	gydx
隔音符号	gyfh
皈依佛门	gyfm
高原反应	gyfy
各有各的	gygd
国有国法	gygf
各有各好	gygh
工业革命	gygm
官运亨通	gyht
鬼蜮伎俩	gyjl
狗眼看人	gykr
各有利弊	gylb
挂一漏万	gylw
光耀门楣	gymm
顾影弄姿	gynz
观音菩萨	gyps
各有千秋	gyqq
国有企业	gyqy
光阴荏苒	gyrr
各有所爱	gysa
各有所长	gysc
各有所好	gysh
各有所长	gysi
光阴似箭	gysj
寡言少语	gysy
更有甚者	gysz
更有甚者	gyuv
寡言少语	gyuy
膏腴之地	gyvd
光艳照人	gyvr
工业文明	gywm
官样文章	gywv
官样文章	gywz
工于心计	gyxj
固有一死	gyys
歌以咏志	gyyv
过眼云烟	gyyy
歌以咏志	gyyz
膏腴之地	gyzd
顾影自怜	gyzl
光艳照人	gyzr
刚正不阿	gzbe
工作报告	gzbg
裹足不前	gzbq
广种薄收	gzbs
公众场合	gzch
公众场所	gzcs
国之栋梁	gzdl
刚中带柔	gzdr
工作单位	gzdw
高枕而卧	gzew
归真返璞	gzfp
敢作敢当	gzgd
个子高高	gzgg
鼓足干劲	gzgj
各找各妈	gzgm
故作高深	gzgs
故作高深	gzgu
敢作敢为	gzgw
各种各样	gzgy
咯吱咯吱	gzgz
工作环境	gzhj
工作计划	gzjh
固执己见	gzjj
管中窥豹	gzkb
根正苗红	gzmh
工作能力	gznl
孤枕难眠	gznm
果真如此	gzrc
各族人民	gzrm
公众人物	gzrw
甘之如饴	gzry
工作人员	gzry
工作时间	gzsj
鼓足士气	gzsq
骨质疏松	gzss
个中三味	gzsw
工作态度	gztd
工作条件	gztj
工作时间	gzuj
鼓足士气	gzuq
故作镇定	gzvd
工作之余	gzvy
公正无私	gzws
公子王孙	gzws
各自为政	gzwv
高枕无忧	gzwy
各自为政	gzwz
鼓足信心	gzxx
工作需要	gzxy
各执一词	gzyc
鼓足勇气	gzyq
关注一下	gzyx
各种原因	gzyy
孤注一掷	gzyz
光宗耀祖	gzyz
故作镇定	gzzd
规章制度	gzzd
工作作风	gzzf
工作总结	gzzj
国之重器	gzzq
股掌之上	gzzs
故作姿态	gzzt
个中滋味	gzzw
工作之余	gzzy
和蔼可亲	hakq
后半部分	hbbf
后半辈子	hbbz
画饼充饥	hbcj
虎豹豺狼	hbcl
花不出去	hbcq
毫不迟疑	hbcy
货不对板	hbdb
悔不当初	hbdc
黑白颠倒	hbdd
含苞待放	hbdf
悔不当初	hbdi
话不多说	hbds
话不多说	hbdu
祸不单行	hbdx
毫不动摇	hbdy
毫不费劲	hbfj
毫不费力	hbfl
黑白分明	hbfm
魂不附体	hbft
还本付息	hbfx
互不干扰	hbgr
好吧好吧	hbhb
会不会是	hbhs
会不会是	hbhu
毫不讳言	hbhy
画饼充饥	hbij
虎豹豺狼	hbil
花不出去	hbiq
毫不迟疑	hbiy
缓不济急	hbjj
毫不介意	hbjy
很不客气	hbkq
毫不夸张	hbkv
毫不夸张	hbkz
互不理睬	hblc
毫不理会	hblh
毫不利己	hblj
哈博罗内	hbln
黑不溜秋	hblq
活蹦乱跳	hblt
合不拢嘴	hblz
回不去了	hbql
毫不起眼	hbqy
怀璧其罪	hbqz
还不如说	hbrs
还不如说	hbru
好不容易	hbry
虎不食儿	hbse
货比三家	hbsj
毫不示弱	hbsr
魂不守舍	hbss
话不投机	hbtj
虎不食儿	hbue
毫不示弱	hbur
魂不守舍	hbuu
还不知道	hbvd
缓兵之计	hbvj
虎贲之师	hbvu
还不至于	hbvy
悍不畏死	hbws
毫不相干	hbxg
互不相欠	hbxq
互不相容	hbxr
毫不逊色	hbxs
红白喜事	hbxs
红白喜事	hbxu
花边新闻	hbxw
狠不下心	hbxx
虎背熊腰	hbxy
海不扬波	hbyb
还不一定	hbyd
含苞欲放	hbyf
毫不掩饰	hbys
毫不掩饰	hbyu
互不影响	hbyx
毫不犹豫	hbyy
还不知道	hbzd
缓兵之计	hbzj
慌不择路	hbzl
虎贲之师	hbzs
还不至于	hbzy
还不足以	hbzy
厚此薄彼	hcbb
何尝不是	hcbs
怀才不遇	hcby
何出此言	hccy
宏才大略	hcdl
回肠荡气	hcdq
混吃等死	hcds
挥斥方遒	hcfq
呼哧呼哧	hchc
或长或短	hchd
好吃好喝	hchh
回肠九转	hcjz
祸从口出	hckc
寒窗苦读	hckd
祸从口出	hcki
酣畅淋漓	hcll
花丛老手	hcls
花丛老手	hclu
好吃懒做	hclz
回春妙手	hcms
怀揣梦想	hcmx
豁出去了	hcql
寒蝉凄切	hcqq
汗出如浆	hcrj
很长时间	hcsj
花草树木	hcsm
获此殊荣	hcsr
祸从天降	hctj
花草树木	hcum
获此殊荣	hcur
何错之有	hcvy
很成问题	hcwt
红尘万丈	hcwz
合成纤维	hcxw
还差一点	hcyd
横冲直闯	hczc
回嗔作喜	hczx
何错之有	hczy
横冲直撞	hczz
荒诞不经	hdbj
横刀夺爱	hdda
红得发紫	hdfz
很多很多	hdhd
何德何能	hdhn
或多或少	hdhs
或多或少	hdhu
忽大忽小	hdhx
黄道吉日	hdjr
豁达开朗	hdkl
横刀立马	hdlm
洪都拉斯	hdls
海底捞针	hdlv
海底捞针	hdlz
很多年前	hdnq
画地为牢	hdwl
化敌为友	hdwy
邯郸学步	hdxb
好大喜功	hdxg
黑灯瞎火	hdxh
蝴蝶效应	hdxy
话到嘴边	hdzb
厚德载物	hdzw
惠而不费	hebf
含而不露	hebl
怙恶不悛	hebq
和而不同	hebt
花儿朵朵	hedd
皇恩浩荡	hehd
黑恶势力	hesl
黑恶势力	heul
合二为一	hewy
赫尔辛基	hexj
豪放不羁	hfbj
寒风刺骨	hfcg
哈佛大学	hfdx
呼风唤雨	hfhy
鹤发鸡皮	hfjp
魂飞魄散	hfps
洪福齐天	hfqt
鹤发松姿	hfsz
魂飞天外	hftw
鹤发童颜	hfty
后发制人	hfvr
化腐为奇	hfwq
毫发无伤	hfws
毫发无损	hfws
毫发无伤	hfwu
后发先至	hfxv
和风细雨	hfxy
后发先至	hfxz
汇丰银行	hfyh
灰飞烟灭	hfym
环肥燕瘦	hfys
环肥燕瘦	hfyu
话锋一转	hfyv
话锋一转	hfyz
后发制人	hfzr
厚古薄今	hgbj
哈根达斯	hgds
回光返照	hgfv
回光返照	hgfz
宏观经济	hgjj
黑咕隆咚	hgld
华冠丽服	hglf
红光满面	hgmm
缓过气来	hgql
怀古伤今	hgsj
回过神来	hgsl
湖光山色	hgss
和光同尘	hgtc
和光同尘	hgti
宏观调控	hgtk
回过头来	hgtl
回过头去	hgtq
怀古伤今	hguj
回过神来	hgul
湖光山色	hgus
后顾之忧	hgvy
好高骛远	hgwy
很感兴趣	hgxq
欢歌笑语	hgxy
祸国殃民	hgym
好果子吃	hgzc
后果自负	hgzf
好果子吃	hgzi
悔过自新	hgzx
后顾之忧	hgzy
何尝不是	hibu
何出此言	hicy
回肠荡气	hidq
混吃等死	hids
挥斥方遒	hifq
或长或短	hihd
好吃好喝	hihh
呼哧呼哧	hihi
回肠九转	hijv
寒窗苦读	hikd
酣畅淋漓	hill
好吃懒做	hilz
回春妙手	himu
怀揣梦想	himx
豁出去了	hiql
寒蝉凄切	hiqq
汗出如浆	hirj
很长时间	hiuj
横冲直闯	hivi
横冲直撞	hivv
很成问题	hiwt
红尘万丈	hiwv
合成纤维	hixw
还差一点	hiyd
回嗔作喜	hizx
阖家安康	hjak
好景不长	hjbc
厚积薄发	hjbf
好景不长	hjbi
好久不见	hjbj
化茧成蝶	hjcd
后继乏力	hjfl
后继乏人	hjfr
横加干涉	hjgs
横加干涉	hjgu
很久很久	hjhj
火急火燎	hjhl
好聚好散	hjhs
狐假虎威	hjhw
化茧成蝶	hjid
讳疾忌医	hjjy
虎踞龙盘	hjlp
花街柳巷	hjlx
胡搅蛮缠	hjmc
胡搅蛮缠	hjmi
挥金如土	hjrt
黄金时代	hjsd
好酒贪杯	hjtb
海角天涯	hjty
黄金时代	hjud
花甲之年	hjvn
横加指责	hjvz
祸及无辜	hjwg
后继无力	hjwl
后继无人	hjwr
怀瑾握瑜	hjwy
阖家幸福	hjxf
荒郊野岭	hjyl
很久以前	hjyq
欢聚一堂	hjyt
荒郊野外	hjyw
花甲之年	hjzn
横加指责	hjzz
惶恐不安	hkba
虎口拔牙	hkby
混口饭吃	hkfc
花开富贵	hkfg
混口饭吃	hkfi
航空公司	hkgs
花开花落	hkhl
航空母舰	hkmj
很可能是	hkns
很可能是	hknu
花开四季	hksj
海枯石烂	hksl
海阔天空	hktk
虎口逃生	hkts
虎口逃生	hktu
虎口脱险	hktx
海枯石烂	hkul
昏聩无能	hkwn
黄口小儿	hkxe
虎口余生	hkys
虎口余生	hkyu
呼伦贝尔	hlbe
忽略不计	hlbj
混乱不堪	hlbk
很了不起	hlbq
旱涝保收	hlbs
旱涝保收	hlbu
何乐不为	hlbw
互利共赢	hlgy
互利互惠	hlhh
换来换去	hlhq
忽冷忽热	hlhr
